#{"t_start": 1634011350.8532403, "env_id": null}
r,l,t
-0.1,3,70026.714405
0.0,6,70029.845295
-0.1,3,70029.845415
0.0,3,70029.845453
-0.1,5,70029.845481
-0.1,3,70029.845508
0.0,18,70032.257282
0.0,3,70037.905422
-0.1,3,70037.905644
0.0,4,70037.905691
0.0,8,70037.905719
-0.1,6,70037.905746
-0.1,3,70037.905771
0.0,6,70040.357839
0.0,10,70043.483147
-0.1,5,70043.483268
-0.1,1,70043.483305
-0.1,5,70043.483333
-0.1,3,70046.630103
0.0,5,70046.630208
-0.1,8,70046.630239
-0.1,4,70049.625396
-0.1,4,70049.625505
-0.1,4,70049.62554
-0.1,5,70052.674907
-0.1,1,70052.67501
1.0,4,70055.172665
-0.1,4,70055.17275
-0.1,4,70058.077783
1.0,7,70058.077893
1.0,4,70061.054214
-0.1,3,70061.054302
-0.1,4,70061.054328
0.0,3,70061.054347
-0.1,6,70064.049798
1.0,8,70067.242262
-0.1,7,70067.242365
-0.1,4,70070.024634
-0.1,9,70070.02474
-0.1,1,70070.024773
0.0,5,70070.024799
-0.1,4,70070.024822
-0.1,4,70073.00988
1.0,4,70073.009972
-0.1,3,70076.013459
1.0,3,70078.415394
-0.1,6,70078.415507
-0.1,2,70078.415542
0.0,8,70078.415569
0.0,7,70081.427088
-0.1,3,70081.427245
-0.1,4,70081.427283
1.0,5,70084.058174
-0.1,3,70084.058362
-0.1,3,70087.020785
-0.1,2,70087.020873
1.0,6,70087.020906
-0.1,4,70090.201381
-0.1,4,70090.201499
-0.1,4,70090.201533
1.0,3,70090.201561
-0.1,3,70090.201588
-0.1,4,70095.765761
-0.1,3,70098.946361
-0.1,12,70098.946464
-0.1,5,70098.946498
-0.1,4,70098.946524
0.0,11,70101.788608
-0.1,4,70101.788695
-0.1,5,70101.788721
-0.1,4,70101.788741
0.0,5,70104.179892
1.0,3,70107.416778
0.0,3,70110.258005
0.0,4,70110.258131
1.0,3,70110.258165
0.0,8,70110.258194
-0.1,7,70110.258219
-0.1,4,70113.387691
0.0,6,70113.387799
1.0,3,70113.387831
-0.1,1,70115.881868
1.0,3,70115.881987
0.0,5,70115.882022
0.0,6,70115.882049
1.0,3,70118.815096
-0.1,3,70118.815205
0.0,4,70121.922707
-0.1,4,70121.922815
1.0,9,70124.996992
-0.1,3,70124.997111
1.0,3,70124.997145
-0.1,5,70127.463923
0.0,6,70130.502974
-0.1,3,70130.503086
-0.1,7,70130.503121
0.0,6,70136.063947
-0.1,5,70136.064054
1.0,7,70136.064089
1.0,5,70139.155773
-0.1,4,70139.155877
-0.1,3,70139.155912
1.0,8,70139.155938
-0.1,3,70139.155961
1.0,8,70142.316694
-0.1,6,70142.316812
-0.1,3,70145.258351
-0.1,3,70148.165002
-0.1,6,70148.165112
-0.1,8,70148.165146
-0.1,3,70148.165187
0.0,4,70151.193228
0.0,4,70151.193337
-0.1,3,70151.193368
-0.1,5,70151.193396
0.0,5,70153.458345
-0.1,4,70156.636379
0.0,5,70156.636494
-0.1,3,70156.636529
-0.1,1,70159.763238
-0.1,3,70159.76335
-0.1,3,70159.763384
-0.1,3,70159.763412
-0.1,1,70162.594924
-0.1,5,70162.595036
-0.1,5,70162.595071
-0.1,5,70162.595097
-0.1,4,70165.492394
0.0,10,70165.492508
1.0,3,70168.016281
-0.1,6,70168.016405
-0.1,5,70170.961629
1.0,3,70170.961739
-0.1,6,70173.408894
-0.1,3,70178.386332
1.0,7,70181.647374
-0.1,6,70181.647474
-0.1,6,70181.647507
-0.1,8,70181.647534
-0.1,5,70181.647558
0.0,3,70181.647582
0.0,7,70181.647606
0.0,6,70186.575357
-0.1,12,70192.260075
-0.1,5,70192.260167
0.0,4,70192.260192
-0.1,4,70192.260219
-0.1,5,70195.423013
-0.1,3,70195.423098
-0.1,5,70195.423123
-0.1,6,70198.535596
0.0,11,70198.535701
-0.1,6,70198.535734
1.0,3,70203.852759
-0.1,4,70203.85287
0.0,4,70203.852905
0.0,4,70206.314097
1.0,3,70206.314203
-0.1,17,70209.451727
0.0,6,70209.451816
-0.1,4,70209.451844
-0.1,6,70209.45187
-0.1,5,70212.473305
0.0,6,70212.473414
-0.1,3,70212.473446
-0.1,3,70212.473474
-0.1,3,70215.587295
-0.1,12,70215.587401
0.0,5,70218.090606
0.0,4,70220.379742
-0.1,1,70220.379838
-0.1,3,70223.486627
1.0,4,70223.486737
-0.1,1,70223.48677
-0.1,4,70223.486797
-0.1,6,70226.579266
-0.1,6,70226.579383
-0.1,2,70229.539911
-0.1,5,70229.540026
-0.1,6,70229.54006
0.0,8,70229.540088
-0.1,3,70232.478455
-0.1,7,70232.478563
-0.1,10,70238.318192
-0.1,3,70238.318309
-0.1,6,70243.852717
-0.1,8,70243.85281
-0.1,4,70243.852844
-0.1,5,70243.85287
0.0,5,70246.777207
0.0,7,70246.777316
0.0,8,70246.777351
-0.1,8,70246.777378
-0.1,6,70246.777406
-0.1,4,70249.791635
1.0,3,70252.320276
-0.1,3,70252.32037
-0.1,5,70252.320397
-0.1,8,70252.320422
-0.1,3,70255.527759
-0.1,3,70255.527847
-0.1,4,70255.527872
0.0,5,70257.819723
0.0,4,70257.81986
0.0,5,70260.367673
0.0,4,70263.318067
-0.1,6,70263.318178
-0.1,2,70263.318213
-0.1,4,70263.31824
-0.1,3,70263.318264
-0.1,5,70266.120574
0.0,5,70266.12069
-0.1,5,70269.199594
1.0,3,70271.690427
-0.1,4,70271.690546
0.0,8,70271.690598
0.0,4,70274.831837
1.0,4,70274.831959
-0.1,7,70274.831995
-0.1,3,70277.423249
-0.1,4,70277.423362
-0.1,6,70280.469465
-0.1,5,70280.469578
-0.1,4,70283.553322
-0.1,3,70283.553426
1.0,4,70283.553459
0.0,5,70286.690465
-0.1,8,70286.69058
-0.1,1,70286.690617
0.0,4,70286.690644
1.0,4,70286.690672
-0.1,2,70286.690699
1.0,3,70286.690725
-0.1,3,70294.694411
-0.1,3,70294.69466
0.0,4,70294.694755
0.0,3,70294.694786
-0.1,4,70297.147538
-0.1,5,70297.147653
-0.1,7,70299.611509
-0.1,5,70299.611591
-0.1,3,70302.764634
-0.1,3,70302.764733
0.0,6,70302.764766
0.0,6,70302.764795
-0.1,16,70302.764813
-0.1,4,70305.418588
-0.1,3,70308.458856
-0.1,3,70311.607126
-0.1,5,70311.607237
-0.1,13,70314.765346
0.0,5,70314.76546
-0.1,4,70314.765493
0.0,7,70317.808996
-0.1,3,70317.809158
1.0,9,70320.381743
-0.1,4,70323.521376
-0.1,4,70323.52148
1.0,7,70323.521511
-0.1,7,70323.521536
0.0,6,70323.521558
0.0,8,70325.942708
-0.1,5,70331.570468
-0.1,5,70331.570579
-0.1,3,70331.570731
-0.1,6,70331.570762
0.0,4,70334.754123
-0.1,1,70334.754241
-0.1,4,70334.754276
-0.1,5,70337.628887
1.0,9,70340.781883
-0.1,9,70340.781988
-0.1,5,70340.782022
1.0,3,70343.584141
-0.1,4,70343.584259
-0.1,8,70345.936544
0.0,5,70345.93679
-0.1,4,70348.919504
-0.1,10,70348.919611
0.0,4,70351.439503
-0.1,6,70351.439615
1.0,3,70353.879568
0.0,5,70353.879675
0.0,5,70356.234452
-0.1,8,70356.234557
0.0,5,70356.234591
-0.1,7,70358.821491
-0.1,3,70358.821579
0.0,3,70361.935594
-0.1,6,70361.935714
0.0,5,70361.93575
0.0,3,70364.366258
0.0,6,70364.366348
-0.1,2,70367.553217
-0.1,13,70367.553328
-0.1,6,70367.553361
-0.1,5,70370.584283
0.0,5,70370.58441
0.0,4,70370.584445
1.0,3,70370.584472
-0.1,7,70373.611901
-0.1,3,70373.612117
-0.1,1,70376.097964
-0.1,4,70376.09807
1.0,3,70379.132079
0.0,6,70379.132197
-0.1,7,70379.132231
1.0,5,70381.699158
-0.1,5,70381.699282
-0.1,4,70384.99051
0.0,5,70384.9906
-0.1,3,70387.964213
0.0,6,70387.964324
-0.1,2,70387.964366
0.0,5,70390.512582
-0.1,8,70390.512667
-0.1,8,70393.71807
0.0,5,70393.718176
-0.1,4,70393.718208
-0.1,3,70396.776914
0.0,8,70402.489457
-0.1,3,70402.489567
-0.1,3,70402.489602
-0.1,6,70402.48963
-0.1,5,70402.489653
0.0,6,70404.85638
0.0,10,70404.856512
1.0,4,70407.931992
-0.1,5,70407.932078
-0.1,3,70411.256105
-0.1,3,70411.256238
-0.1,9,70411.256274
-0.1,1,70411.2563
-0.1,3,70411.256325
-0.1,7,70411.256347
1.0,3,70411.25637
-0.1,9,70416.745619
1.0,4,70416.745733
-0.1,2,70416.745768
-0.1,1,70419.928671
-0.1,3,70419.928778
-0.1,7,70422.895185
-0.1,6,70425.857457
0.0,5,70425.857641
1.0,5,70425.857721
0.0,5,70425.857785
-0.1,4,70428.98873
-0.1,6,70428.988846
-0.1,8,70428.988873
0.0,5,70431.457133
1.0,8,70434.649772
-0.1,3,70434.649875
1.0,3,70437.658565
-0.1,5,70437.658684
0.0,4,70437.65872
-0.1,4,70440.835963
-0.1,7,70440.836067
-0.1,5,70440.836098
0.0,4,70443.180627
-0.1,3,70446.279572
1.0,4,70446.279824
-0.1,3,70446.279865
1.0,7,70446.279892
-0.1,4,70449.433804
-0.1,7,70449.433913
-0.1,1,70449.433948
0.0,10,70449.433973
-0.1,3,70452.179655
1.0,4,70452.179775
-0.1,3,70454.680621
0.0,7,70454.680729
-0.1,6,70457.563215
-0.1,3,70457.56333
-0.1,4,70460.501469
-0.1,6,70463.698355
-0.1,8,70463.698457
-0.1,4,70466.229991
0.0,5,70466.2301
-0.1,7,70466.230131
-0.1,4,70468.967514
-0.1,3,70468.967622
0.0,4,70468.967654
-0.1,7,70471.484245
-0.1,9,70474.03718
-0.1,4,70474.037289
-0.1,10,70477.014104
-0.1,5,70477.014211
-0.1,1,70477.014244
0.0,4,70477.01427
-0.1,3,70477.014294
0.0,5,70479.531813
1.0,4,70479.531924
0.0,10,70481.991115
1.0,3,70481.991207
0.0,5,70481.991243
1.0,3,70485.042492
-0.1,5,70485.042609
1.0,4,70488.023849
0.0,8,70488.023973
0.0,3,70488.024006
-0.1,3,70490.976052
0.0,3,70490.976175
-0.1,1,70490.976209
-0.1,5,70490.976235
0.0,5,70490.976258
1.0,4,70490.97628
-0.1,5,70495.922842
1.0,3,70499.184227
1.0,5,70499.184336
-0.1,3,70499.184368
-0.1,3,70499.184395
-0.1,6,70501.643206
0.0,4,70501.643332
0.0,5,70501.643492
1.0,4,70501.643569
0.0,10,70504.125006
-0.1,2,70507.062859
-0.1,4,70507.06298
-0.1,4,70509.579796
0.0,3,70509.5799
0.0,5,70511.858045
-0.1,5,70511.858257
0.0,5,70511.858295
-0.1,1,70511.858321
1.0,3,70511.858344
1.0,8,70511.858367
-0.1,10,70515.017515
0.0,5,70515.017628
0.0,6,70517.835859
-0.1,3,70517.835975
1.0,3,70520.823744
-0.1,1,70520.823873
1.0,3,70520.823907
-0.1,5,70520.823935
-0.1,3,70520.82396
1.0,3,70520.823984
-0.1,3,70520.824007
-0.1,3,70520.82403
0.0,2,70526.386387
-0.1,2,70526.386478
0.0,3,70526.386517
0.0,5,70528.640053
1.0,3,70528.640166
1.0,3,70528.640201
0.0,8,70528.640229
-0.1,4,70531.179344
-0.1,3,70534.284563
0.0,4,70537.337749
-0.1,8,70537.337858
0.0,6,70537.337891
0.0,6,70537.337918
-0.1,3,70537.337942
-0.1,4,70540.510052
-0.1,3,70540.510159
0.0,5,70540.51019
1.0,8,70542.86417
-0.1,3,70545.968558
-0.1,3,70545.968681
-0.1,5,70549.103585
-0.1,1,70549.103673
-0.1,4,70549.103701
1.0,3,70549.103728
-0.1,9,70554.518346
0.0,6,70554.518455
-0.1,3,70557.589356
-0.1,6,70557.589463
-0.1,6,70557.589498
-0.1,7,70557.589524
-0.1,11,70560.52377
-0.1,6,70560.523882
-0.1,1,70562.982888
-0.1,4,70565.508436
-0.1,4,70568.803416
-0.1,4,70568.803535
-0.1,7,70568.803567
-0.1,5,70568.803592
-0.1,7,70568.803617
-0.1,4,70571.902115
-0.1,5,70571.902223
0.0,4,70574.99041
1.0,3,70574.990529
-0.1,3,70578.074579
-0.1,3,70578.074671
0.0,3,70578.074697
-0.1,4,70581.006737
-0.1,4,70581.00686
-0.1,12,70583.997589
-0.1,3,70583.997706
-0.1,3,70586.599103
0.0,5,70586.599193
1.0,10,70586.599218
1.0,3,70589.04051
0.0,4,70589.040597
0.0,16,70591.599009
-0.1,4,70594.429981
-0.1,6,70594.430161
-0.1,8,70594.430241
-0.1,6,70597.480878
1.0,3,70597.480988
0.0,8,70597.481022
-0.1,5,70600.652482
-0.1,2,70600.652601
-0.1,5,70603.779354
-0.1,3,70603.779465
0.0,8,70606.709676
0.0,7,70606.709801
-0.1,3,70606.709835
-0.1,1,70606.709866
-0.1,5,70606.709891
0.0,4,70606.709916
1.0,3,70609.237599
0.0,3,70609.237688
1.0,3,70611.800247
-0.1,3,70614.842849
-0.1,3,70614.842973
-0.1,10,70614.843011
-0.1,3,70614.843045
0.0,4,70617.320904
-0.1,3,70617.32102
0.0,7,70617.321057
-0.1,5,70620.251185
-0.1,5,70620.251302
-0.1,4,70620.251336
-0.1,3,70623.520084
1.0,3,70623.520241
-0.1,1,70623.52028
-0.1,3,70623.520307
-0.1,1,70625.987794
-0.1,3,70629.110992
0.0,5,70631.933217
-0.1,6,70631.933339
-0.1,12,70631.933376
0.0,4,70631.933403
0.0,3,70631.933429
-0.1,5,70631.933453
0.0,5,70631.933478
-0.1,4,70634.856514
-0.1,8,70634.856622
-0.1,1,70634.856655
-0.1,3,70638.036647
-0.1,5,70638.036756
1.0,4,70638.036789
0.0,2,70640.948423
0.0,3,70640.948538
-0.1,3,70640.948571
1.0,4,70644.077304
-0.1,3,70644.077411
-0.1,3,70644.077446
-0.1,5,70646.588732
-0.1,4,70649.774539
-0.1,3,70649.774649
-0.1,6,70649.774683
-0.1,4,70652.70875
-0.1,3,70652.708855
0.0,7,70652.708889
-0.1,3,70652.708916
0.0,5,70657.678703
0.0,7,70657.678919
-0.1,5,70660.599074
1.0,3,70660.5992
-0.1,4,70660.599341
-0.1,7,70660.599375
0.0,4,70660.599403
-0.1,4,70663.668289
0.0,6,70666.115855
-0.1,5,70666.115963
0.0,10,70666.115999
-0.1,5,70666.116024
-0.1,4,70669.158652
-0.1,1,70669.15874
-0.1,3,70669.158774
-0.1,1,70669.1588
-0.1,2,70671.792939
-0.1,3,70674.706066
-0.1,5,70674.706237
0.0,6,70674.706319
-0.1,5,70674.706372
0.0,6,70677.542651
-0.1,6,70677.542769
-0.1,5,70677.542805
-0.1,4,70680.095071
0.0,5,70682.519155
0.0,3,70685.053114
-0.1,4,70685.053236
-0.1,5,70687.501426
-0.1,4,70687.50154
0.0,4,70687.501575
-0.1,7,70687.5016
-0.1,6,70690.060063
-0.1,3,70692.583397
1.0,3,70695.114762
-0.1,8,70695.114871
0.0,11,70716.506334
0.0,7,70716.506425
-0.1,4,70716.506452
1.0,5,70716.50648
-0.1,4,70718.879052
-0.1,12,70721.444262
0.0,7,70724.470188
-0.1,5,70724.470299
-0.1,7,70724.470334
-0.1,3,70724.47036
0.0,3,70724.470386
0.0,4,70727.400927
-0.1,5,70727.401037
1.0,5,70727.401074
-0.1,4,70729.914317
0.0,5,70729.914443
1.0,3,70732.444153
-0.1,3,70735.502537
-0.1,3,70735.502638
-0.1,4,70738.670137
-0.1,3,70738.670256
-0.1,5,70738.670291
0.0,6,70738.670318
0.0,6,70741.03409
0.0,6,70741.034203
-0.1,5,70744.133837
-0.1,2,70744.133956
0.0,3,70744.133989
-0.1,4,70747.184284
-0.1,8,70747.184398
1.0,4,70750.25301
-0.1,3,70750.253118
0.0,18,70750.253161
-0.1,6,70750.253208
1.0,3,70753.294157
1.0,5,70753.294251
1.0,6,70756.438427
1.0,5,70756.438543
-0.1,4,70756.438576
1.0,3,70759.035552
-0.1,5,70759.035664
-0.1,4,70762.115968
0.0,5,70762.116079
-0.1,3,70762.116112
1.0,4,70764.601553
-0.1,6,70767.788
-0.1,3,70767.788101
0.0,4,70767.788136
1.0,4,70767.788163
0.0,4,70767.788188
-0.1,3,70767.788212
-0.1,3,70770.563582
0.0,7,70770.563709
0.0,8,70770.563745
-0.1,4,70773.574214
-0.1,2,70773.574351
1.0,5,70776.159955
-0.1,3,70778.716959
0.0,5,70781.70294
0.0,5,70781.703055
1.0,3,70781.703089
1.0,4,70781.703119
-0.1,6,70781.703145
-0.1,3,70784.912519
-0.1,5,70784.912636
-0.1,6,70784.912672
0.0,7,70787.224018
-0.1,3,70790.37562
1.0,4,70792.894272
0.0,7,70792.894362
-0.1,4,70792.894397
0.0,9,70792.894425
0.0,5,70795.26709
-0.1,7,70798.427401
-0.1,5,70798.427512
-0.1,6,70798.427548
1.0,6,70801.629897
-0.1,6,70801.629999
-0.1,4,70804.707515
-0.1,4,70804.707622
-0.1,4,70804.707655
-0.1,6,70804.707682
-0.1,7,70810.254794
0.0,6,70810.254908
1.0,5,70810.254944
-0.1,3,70810.254971
1.0,4,70813.421232
1.0,5,70813.421337
-0.1,5,70813.42137
-0.1,4,70816.503686
1.0,4,70816.503798
-0.1,1,70816.503834
-0.1,2,70819.567877
1.0,3,70819.568081
1.0,3,70819.568124
0.0,4,70822.064717
0.0,6,70822.064808
0.0,8,70822.064842
-0.1,3,70824.956467
-0.1,7,70824.956574
0.0,5,70828.063364
0.0,4,70828.063468
-0.1,3,70828.063498
1.0,4,70830.509821
0.0,8,70832.857733
-0.1,3,70836.116992
-0.1,3,70836.117104
0.0,8,70838.590967
1.0,6,70838.591071
1.0,4,70838.591213
-0.1,1,70841.776999
1.0,4,70841.777128
0.0,8,70844.913712
-0.1,7,70844.913826
1.0,4,70844.913865
-0.1,4,70847.383404
0.0,10,70847.383515
1.0,10,70850.541032
0.0,9,70850.541136
-0.1,5,70850.54118
1.0,3,70850.541209
0.0,5,70852.968027
1.0,3,70855.524855
1.0,3,70858.267795
-0.1,3,70858.267915
0.0,4,70858.26795
-0.1,2,70861.426257
-0.1,3,70861.426373
-0.1,6,70861.426408
-0.1,4,70861.426436
1.0,7,70863.982558
0.0,5,70863.982677
0.0,9,70863.98271
-0.1,3,70869.489123
1.0,3,70869.489252
0.0,5,70871.996375
0.0,4,70874.890222
1.0,6,70874.890365
0.0,5,70874.890405
0.0,5,70877.355854
-0.1,13,70880.485319
-0.1,7,70880.485426
0.0,4,70880.48546
-0.1,3,70880.485489
-0.1,7,70883.296807
1.0,9,70883.296927
-0.1,15,70883.296964
-0.1,3,70886.400313
1.0,4,70886.400433
0.0,7,70888.799189
-0.1,1,70888.799298
-0.1,6,70891.894282
1.0,3,70891.894489
-0.1,5,70894.462727
-0.1,4,70894.462838
0.0,5,70894.462877
-0.1,6,70897.602402
-0.1,1,70897.602606
-0.1,6,70897.602684
-0.1,8,70897.602747
1.0,3,70897.602806
0.0,3,70897.602863
1.0,7,70903.116348
1.0,3,70903.116456
-0.1,3,70903.11649
-0.1,4,70903.116516
-0.1,3,70906.135872
-0.1,5,70906.135982
-0.1,7,70906.136017
-0.1,3,70906.136044
0.0,4,70908.633648
0.0,5,70910.867907
-0.1,1,70914.010305
0.0,3,70914.010404
-0.1,4,70914.010437
-0.1,4,70917.144002
-0.1,3,70917.144125
-0.1,4,70917.14416
-0.1,5,70917.144188
-0.1,5,70917.144215
1.0,4,70917.14424
1.0,5,70917.144266
-0.1,1,70920.193176
-0.1,1,70920.193289
1.0,8,70920.193322
-0.1,8,70920.193349
-0.1,3,70923.294677
-0.1,3,70923.294794
0.0,3,70925.873948
-0.1,3,70925.874057
0.0,5,70929.060102
-0.1,3,70929.060206
1.0,4,70929.060241
1.0,4,70931.854941
0.0,4,70934.384475
-0.1,6,70937.33938
-0.1,3,70937.339492
-0.1,8,70939.706211
0.0,7,70939.706342
0.0,5,70939.706489
0.0,5,70942.793315
1.0,7,70942.793424
-0.1,3,70942.793458
0.0,6,70945.777051
0.0,5,70945.777169
-0.1,3,70945.777272
-0.1,7,70945.777302
-0.1,3,70948.221058
0.0,5,70950.829002
-0.1,3,70950.829221
0.0,5,70953.918775
-0.1,4,70953.918891
0.0,6,70956.23893
-0.1,3,70959.133973
-0.1,3,70959.134088
-0.1,5,70959.134122
0.0,5,70959.134148
-0.1,2,70959.134172
0.0,8,70964.11967
-0.1,5,70967.174158
-0.1,8,70967.174248
0.0,9,70969.403229
0.0,5,70971.929127
0.0,9,70971.929244
0.0,5,70971.929278
-0.1,7,70974.990051
-0.1,6,70974.990161
-0.1,3,70974.990195
-0.1,3,70978.045213
-0.1,5,70980.599875
-0.1,4,70983.680278
-0.1,3,70983.680372
1.0,9,70983.680407
-0.1,4,70983.680435
-0.1,3,70983.680476
-0.1,5,70986.715634
-0.1,8,70986.715752
-0.1,1,70986.715787
-0.1,26,70989.180416
1.0,5,70989.180521
-0.1,4,70991.964087
0.0,5,70991.964199
-0.1,3,70991.964232
1.0,4,70996.847839
-0.1,4,70996.847921
0.0,5,70996.847948
-0.1,4,70999.907654
-0.1,15,70999.907776
1.0,3,70999.907812
1.0,6,70999.907843
-0.1,6,71003.125126
0.0,5,71003.125244
1.0,4,71003.125276
0.0,8,71006.15021
-0.1,5,71006.150328
0.0,4,71008.601177
0.0,5,71011.006676
1.0,3,71011.006775
-0.1,5,71014.08832
-0.1,3,71014.088435
1.0,5,71014.08847
-0.1,5,71014.088498
0.0,3,71014.088523
0.0,5,71016.391848
0.0,6,71016.391968
0.0,4,71018.735373
0.0,6,71018.735824
-0.1,3,71021.832761
-0.1,3,71021.832887
-0.1,3,71021.832924
0.0,9,71021.832955
-0.1,4,71021.832983
-0.1,1,71024.875328
-0.1,4,71024.875446
-0.1,4,71027.946105
-0.1,5,71027.946193
0.0,6,71027.946219
-0.1,2,71027.946246
-0.1,1,71030.421334
1.0,3,71030.421443
-0.1,5,71030.421476
-0.1,3,71035.903576
1.0,4,71035.903692
-0.1,3,71038.947788
1.0,5,71038.947902
1.0,3,71038.947937
-0.1,7,71038.947965
-0.1,8,71043.952377
-0.1,7,71047.35554
0.0,4,71047.355702
-0.1,4,71047.355739
-0.1,3,71047.355768
-0.1,3,71047.355793
-0.1,10,71047.355818
-0.1,3,71047.355844
-0.1,1,71050.483235
-0.1,7,71050.48337
-0.1,11,71052.840769
-0.1,3,71055.958512
-0.1,6,71055.958638
1.0,10,71055.958675
-0.1,4,71058.54902
1.0,4,71060.973861
-0.1,5,71060.974064
-0.1,6,71064.315146
-0.1,5,71064.315256
-0.1,3,71064.315289
-0.1,3,71067.630104
0.0,8,71067.630214
-0.1,5,71067.630249
-0.1,8,71070.50428
-0.1,1,71070.5044
-0.1,3,71070.504435
-0.1,8,71070.504463
-0.1,6,71073.586318
-0.1,3,71073.586428
-0.1,3,71076.687298
1.0,7,71076.687416
1.0,4,71079.791611
-0.1,5,71079.791709
-0.1,6,71079.791743
1.0,3,71079.791768
0.0,3,71082.657453
-0.1,4,71082.657566
-0.1,4,71082.657602
1.0,3,71088.029897
-0.1,5,71088.030002
0.0,9,71090.451775
0.0,5,71090.451891
0.0,4,71090.451925
0.0,6,71093.596442
0.0,8,71093.596593
0.0,4,71093.59663
-0.1,2,71093.596656
-0.1,5,71093.596684
0.0,5,71096.394633
-0.1,1,71096.394751
-0.1,7,71098.888199
0.0,7,71101.924548
-0.1,4,71101.924635
-0.1,4,71101.924661
-0.1,3,71104.945785
1.0,4,71104.945909
-0.1,1,71104.945943
-0.1,4,71104.945972
-0.1,6,71104.945997
0.0,5,71107.393458
-0.1,1,71107.39354
-0.1,5,71112.230917
-0.1,8,71112.23104
0.0,5,71114.757001
1.0,4,71114.757262
-0.1,4,71114.757312
-0.1,9,71118.155356
-0.1,5,71118.155462
-0.1,6,71118.155495
0.0,4,71118.15552
0.0,5,71120.442259
1.0,3,71123.519386
-0.1,7,71123.519502
-0.1,3,71126.756009
-0.1,11,71126.75612
-0.1,5,71126.756151
-0.1,4,71126.756178
-0.1,7,71132.152837
-0.1,6,71132.152944
-0.1,5,71135.347751
-0.1,6,71135.347868
0.0,4,71135.347903
-0.1,6,71135.34793
0.0,6,71135.347954
-0.1,4,71135.347978
-0.1,3,71135.348002
0.0,5,71140.795523
-0.1,5,71140.795804
-0.1,4,71143.915791
-0.1,3,71143.915906
1.0,3,71143.915941
-0.1,3,71143.91597
1.0,3,71143.915997
-0.1,3,71143.916022
0.0,7,71146.879776
1.0,4,71146.879887
-0.1,6,71149.895154
-0.1,5,71149.895262
-0.1,1,71153.125427
1.0,4,71153.125539
-0.1,3,71153.125574
-0.1,3,71153.125602
-0.1,3,71153.125628
-0.1,4,71156.183261
0.0,3,71158.44773
-0.1,5,71158.44784
-0.1,5,71161.456734
-0.1,3,71161.456835
0.0,4,71163.985023
0.0,4,71163.98513
1.0,5,71167.050319
0.0,4,71169.423792
-0.1,6,71172.491694
-0.1,7,71172.491818
0.0,5,71172.491939
0.0,10,71172.491974
0.0,11,71172.492
0.0,4,71172.492025
-0.1,4,71172.492049
0.0,5,71177.74523
-0.1,11,71177.745319
-0.1,3,71180.836637
-0.1,3,71180.836751
-0.1,6,71180.836786
0.0,5,71180.836813
0.0,4,71183.996276
-0.1,2,71183.996367
-0.1,3,71186.603158
-0.1,5,71186.603258
0.0,5,71186.603285
0.0,5,71186.603305
-0.1,6,71186.603323
1.0,3,71189.683208
-0.1,3,71189.683322
0.0,6,71189.683359
0.0,3,71192.215064
0.0,3,71195.103057
-0.1,3,71195.103145
-0.1,3,71195.103182
0.0,5,71198.112096
-0.1,1,71198.112218
1.0,6,71198.112254
-0.1,2,71201.284083
-0.1,5,71201.284169
-0.1,4,71201.284195
-0.1,6,71204.18034
-0.1,4,71204.180466
-0.1,3,71207.046384
0.0,9,71207.04649
0.0,4,71210.139886
-0.1,7,71210.140003
-0.1,3,71210.140038
-0.1,3,71210.140064
0.0,3,71212.63093
0.0,6,71212.631033
0.0,5,71215.013551
0.0,9,71215.013657
-0.1,4,71218.175779
-0.1,4,71221.168905
1.0,4,71221.169047
-0.1,6,71221.169083
-0.1,5,71224.086353
-0.1,1,71224.086473
1.0,3,71224.086508
-0.1,3,71224.086537
0.0,6,71224.086564
-0.1,6,71227.345812
-0.1,2,71227.345931
-0.1,2,71229.896446
-0.1,6,71229.896569
0.0,4,71229.896605
1.0,4,71232.372573
1.0,3,71232.372731
0.0,12,71232.372795
0.0,3,71234.906986
0.0,4,71234.907102
-0.1,1,71234.907143
0.0,4,71234.907173
1.0,4,71239.77433
1.0,3,71242.991754
-0.1,11,71242.991841
-0.1,4,71242.991868
-0.1,6,71246.023728
-0.1,5,71246.023839
0.0,4,71246.023873
1.0,7,71248.446642
-0.1,5,71248.446756
0.0,9,71250.985458
-0.1,4,71250.985565
0.0,4,71253.476124
0.0,8,71255.944329
0.0,4,71258.729341
-0.1,5,71258.72945
0.0,14,71261.13211
0.0,6,71261.132217
-0.1,5,71264.378014
-0.1,3,71264.3781
0.0,8,71264.378126
-0.1,8,71264.378146
-0.1,3,71267.556311
0.0,7,71267.556419
-0.1,6,71267.556451
1.0,4,71269.930883
1.0,3,71273.085194
-0.1,2,71273.085309
0.0,7,71273.085341
-0.1,3,71273.085368
-0.1,4,71275.565377
-0.1,11,71275.565491
-0.1,4,71278.41253
-0.1,6,71278.412647
1.0,3,71278.412681
0.0,5,71278.41271
-0.1,2,71278.412735
1.0,5,71281.628247
1.0,7,71281.628341
-0.1,3,71281.628375
-0.1,3,71284.666311
1.0,3,71284.666399
1.0,4,71284.666434
-0.1,6,71290.433442
-0.1,3,71290.433552
1.0,4,71290.433586
-0.1,5,71293.274265
-0.1,5,71293.274383
0.0,3,71293.274417
0.0,5,71295.72963
-0.1,3,71298.814392
0.0,3,71298.814621
-0.1,5,71298.81466
